,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
73,1946-074,1946-074-01,1946-074-01-01,1946-074-01-01-01,3/31/1947,1,330 U.S. 585,67 S. Ct. 918,91 L. Ed. 1117,1947 U.S. LEXIS 2471,1946,1301,Vinson,453,PENFIELD COMPANY OF CALIFORNIA ET AL. v. SECURITIES & EXCHANGE COMMISSION,1/16/1947,,185,,405,,1,105,,0,29,,29,,0,12,3,2,1,2,0,0,0,0,10080,1,2,0,4,,6,600,28 U.S.C. § 385,81,87,1,7,2
74,1946-075,1946-075-01,1946-075-01-01,1946-075-01-01-01,3/31/1947,1,330 U.S. 610,67 S. Ct. 903,91 L. Ed. 1133,1947 U.S. LEXIS 2472,1946,1301,Vinson,384,NEW YORK EX REL. HALVEY v. HALVEY,2/5/1947,,253,,168,,1,,,0,302,37,300,37,0,10,2,3,1,2,0,0,0,0,110030,11,3,0,2,,1,143,,81,78,1,9,0
75,1946-076,1946-076-01,1946-076-01-01,1946-076-01-01-01,3/31/1947,1,330 U.S. 622,67 S. Ct. 886,91 L. Ed. 1140,1947 U.S. LEXIS 2473,1946,1301,Vinson,270,INDUSTRIAL COMMISSION OF WISCONSIN ET AL. v. McCARTIN ET AL.,1/17/1947,,4,58,151,,1,117,58,0,302,58,300,58,0,11,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,82,87,1,9,0
77,1946-078,1946-078-01,1946-078-01-01,1946-078-01-01-01,3/31/1947,1,330 U.S. 649,67 S. Ct. 931,91 L. Ed. 1158,1947 U.S. LEXIS 2853,1946,1301,Vinson,22,LEVINSON v. SPECTOR MOTOR SERVICE,12/11/1945,10/21/1946,145,,151,,1,66,,0,302,17,300,17,0,10,3,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,,86,87,1,6,3
78,1946-079,1946-079-01,1946-079-01-01,1946-079-01-01-01,3/31/1947,1,330 U.S. 695,67 S. Ct. 954,91 L. Ed. 1184,1947 U.S. LEXIS 2892,1946,1301,Vinson,41,PYRAMID MOTOR FREIGHT CORP. v. ISPASS ET AL.,10/22/1946,,245,,145,,1,66,,0,96,37,22,,0,10,4,2,1,5,0,1,0,0,70040,7,1,0,4,,3,352,,86,87,1,9,0
80,1946-081,1946-081-01,1946-081-01-01,1946-081-01-01-01,4/7/1947,1,330 U.S. 724,67 S. Ct. 1004,91 L. Ed. 1204,1947 U.S. LEXIS 2439,1946,1301,Vinson,585,UNITED STATES v. LEM HOY,3/14/1947,,27,,100,,2,,,0,51,6,51,6,0,1,,2,1,3,0,1,0,0,10480,1,1,0,4,,6,600,50 U.S.C. § 1355,78,78,1,9,0
81,1946-082,1946-082-01,1946-082-01-01,1946-082-01-01-01,4/7/1947,1,330 U.S. 731,67 S. Ct. 1009,91 L. Ed. 1209,1947 U.S. LEXIS 2868,1946,1301,Vinson,207,"LAND, CHAIRMAN, UNITED STATES MARITIME COMMISSION, ET AL. v. DOLLAR ET AL.",2/11/1947,,349,,237,,1,49,,0,55,10,32,,0,10,3,2,1,2,0,0,0,0,90320,9,2,0,4,,4,400,,81,87,1,8,0
82,1946-083,1946-083-01,1946-083-01-01,1946-083-01-01-01,4/7/1947,1,330 U.S. 743,67 S. Ct. 1015,91 L. Ed. 1219,1947 U.S. LEXIS 2440,1946,1301,Vinson,27,"BRUCE'S JUICES, INC. v. AMERICAN CAN CO.",1/29/1946,11/14/1946,158,,184,,1,,,0,302,12,300,12,0,12,2,1,1,2,0,0,0,0,80010,8,1,0,4,,3,364,,84,87,1,5,4
84,1946-085,1946-085-01,1946-085-01-01,1946-085-01-01-01,4/14/1947,1,331 U.S. 1,67 S. Ct. 1047,91 L. Ed. 1301,1947 U.S. LEXIS 3021,1946,1301,Vinson,68,CRANE v. COMMISSIONER OF INTERNAL REVENUE,12/11/1946,,240,,369,,1,,,0,9,,22,,0,10,3,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,87,87,1,6,3
85,1946-086,1946-086-01,1946-086-01-01,1946-086-01-01-01,4/14/1947,1,331 U.S. 17,67 S. Ct. 1056,91 L. Ed. 1312,1947 U.S. LEXIS 2941,1946,1301,Vinson,74,"WALLING, WAGE AND HOUR ADMINISTRATOR, v. HALLIBURTON OIL WELL CEMENTING CO.",2/7/1947,,371,,151,,1,,,0,51,6,29,,0,11,2,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,,87,87,1,7,2
86,1946-087,1946-087-01,1946-087-01-01,1946-087-01-01-01,4/14/1947,1,331 U.S. 28,67 S. Ct. 1041,91 L. Ed. 1320,1947 U.S. LEXIS 2852,1946,1301,Vinson,371,UNITED STATES NATIONAL BANK ET AL. v. CHASE NATIONAL BANK ET AL.,2/7/1947,,135,,135,,1,,,0,111,45,23,,0,12,3,2,1,4,0,1,0,0,80030,8,1,0,4,,3,307,,82,87,1,8,1
88,1946-089,1946-089-01,1946-089-01-01,1946-089-01-01-01,4/14/1947,1,331 U.S. 70,67 S. Ct. 1062,91 L. Ed. 1346,1947 U.S. LEXIS 2880,1946,1301,Vinson,83,"INDEPENDENT WAREHOUSES, INC. ET AL. v. SCHEELE, RECORDER OF THE TOWNSHIP OF SADDLE RIVER, ET AL.",12/16/1946,,122,,3,35,2,,,0,302,35,300,35,0,1,3,2,1,2,0,0,0,0,80100,8,2,0,2,,2,231,,85,78,1,7,2
89,1946-090,1946-090-01,1946-090-01-01,1946-090-01-01-01,4/28/1947,1,331 U.S. 96,67 S. Ct. 1165,91 L. Ed. 1365,1947 U.S. LEXIS 2996,1946,1301,Vinson,755,McCULLOUGH v. KAMMERER CORPORATION ET AL.,4/8/1947,,177,,172,,1,,,0,51,6,29,,0,12,9,1,1,3,0,1,0,0,90380,9,2,0,4,,6,600,28 U.S.C. § 227,78,78,1,9,0
92,1946-093,1946-093-01,1946-093-01-01,1946-093-01-01-01,4/28/1947,1,331 U.S. 125,67 S. Ct. 1136,91 L. Ed. 1386,1947 U.S. LEXIS 2997,1946,1301,Vinson,680,"CHAMPION SPARK PLUG CO. v. SANDERS ET AL., DOING BUSINESS AS PERFECT RECONDITION SPARK PLUG CO.",4/2/1947,,184,,233,,1,,,0,94,37,22,,0,4,10,2,1,2,0,0,0,0,80200,8,2,0,4,,6,600,15 U.S.C. § 99,81,87,1,9,0
93,1946-094,1946-094-01,1946-094-01-01,1946-094-01-01-01,4/28/1947,1,331 U.S. 132,67 S. Ct. 1168,91 L. Ed. 1391,1947 U.S. LEXIS 2899,1946,1301,Vinson,467,AYRSHIRE COLLIERIES CORP. ET AL. v. UNITED STATES ET AL.,4/7/1947,,234,,27,,2,66,,1,69,18,69,18,0,1,,2,1,5,0,1,0,0,90320,9,1,0,4,,6,600,28 U.S.C. § 380,82,87,1,8,1
94,1946-095,1946-095-01,1946-095-01-01,1946-095-01-01-01,5/5/1947,1,331 U.S. 145,67 S. Ct. 1098,91 L. Ed. 1399,1947 U.S. LEXIS 2936,1946,1301,Vinson,34,HARRIS v. UNITED STATES,12/12/1946,,100,,27,,1,,,0,107,42,30,,0,10,2,1,1,2,0,0,0,0,10050,1,1,0,1,,2,205,,87,87,1,5,4
95,1946-096,1946-096-01,1946-096-01-01,1946-096-01-01-01,5/5/1947,1,331 U.S. 199,67 S. Ct. 1178,91 L. Ed. 1432,1947 U.S. LEXIS 2937,1946,1301,Vinson,497,149 MADISON AVENUE CORP. ET AL. v. ASSELTA ET AL.,2/11/1947,,151,,145,,1,,,0,96,37,22,,0,10,2,2,1,2,0,0,0,0,70040,7,2,0,4,,3,334,,87,87,1,9,0
96,1946-097,1946-097-01,1946-097-01-01,1946-097-01-01-01,5/5/1947,1,331 U.S. 210,67 S. Ct. 1175,91 L. Ed. 1441,1947 U.S. LEXIS 2994,1946,1301,Vinson,674,COMMISSIONER OF INTERNAL REVENUE v. MUNTER,4/10/1947,,369,,240,,1,69,,0,9,,23,,0,4,3,1,1,4,0,1,0,0,120010,12,2,0,4,,3,345,,78,87,1,9,0
97,1946-098,1946-098-01,1946-098-01-01,1946-098-01-01-01,5/5/1947,1,331 U.S. 218,67 S. Ct. 1146,91 L. Ed. 1447,1947 U.S. LEXIS 2938,1946,1301,Vinson,470,RICE ET AL. v. SANTA FE ELEVATOR CORP. ET AL.,2/13/1947,,195,,177,,1,117,17,0,66,17,27,,0,10,3,2,1,7,0,0,0,0,100030,10,2,0,2,,6,600,7 U.S.C. § 241,81,87,1,7,2
99,1946-100,1946-100-01,1946-100-01-01,1946-100-01-01-01,5/12/1947,1,331 U.S. 256,67 S. Ct. 1287,91 L. Ed. 1474,1947 U.S. LEXIS 2867,1946,1301,Vinson,429,UNITED STATES v. FULLARD-LEO ET AL.,2/12/1947,,27,,195,,1,,,0,63,15,29,,1,12,2,1,1,2,0,0,0,0,100010,10,1,0,4,,5,512,,79,79,1,5,4
100,1946-101,1946-101-01,1946-101-01-01,1946-101-01-01-01,5/12/1947,1,331 U.S. 284,67 S. Ct. 1207,91 L. Ed. 1492,1947 U.S. LEXIS 2898,1946,1301,Vinson,343,NEW YORK ET AL. v. UNITED STATES ET AL.,3/3/1947,,28,37,27,,2,66,,1,95,37,95,37,0,1,2,2,1,2,0,0,0,0,80220,8,2,0,5,4,3,343,,81,87,1,7,2
101,1946-102,1946-102-01,1946-102-01-01,1946-102-01-01-01,5/19/1947,1,331 U.S. 367,67 S. Ct. 1249,91 L. Ed. 1546,1947 U.S. LEXIS 2266,1946,1301,Vinson,241,"CRAIG ET AL. v. HARNEY, SHERIFF",1/9/1947,,220,,28,51,1,,,0,302,51,300,51,1,10,9,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,81,78,1,6,3
102,1946-103,1946-103-01,1946-103-01-01,1946-103-01-01-01,5/19/1947,1,331 U.S. 398,67 S. Ct. 1265,91 L. Ed. 1563,1947 U.S. LEXIS 2850,1946,1301,Vinson,419,NATIONAL LABOR RELATIONS BOARD v. E. C. ATKINS & CO.,3/7/1947,,382,,151,,1,82,,0,27,,27,,0,3,9,1,1,3,0,1,0,0,70130,7,2,0,4,5,3,356,,82,78,1,6,3
103,1946-104,1946-104-01,1946-104-01-01,1946-104-01-01-01,5/19/1947,1,331 U.S. 416,67 S. Ct. 1274,91 L. Ed. 1575,1947 U.S. LEXIS 2933,1946,1301,Vinson,418,NATIONAL LABOR RELATIONS BOARD v. JONES & LAUGHLIN STEEL CORP.,3/7/1947,,382,,151,,1,82,,0,26,,26,,0,12,9,1,1,3,0,1,0,0,90130,9,2,0,3,,,,,82,78,1,5,4
104,1946-105,1946-105-01,1946-105-01-01,1946-105-01-01-01,5/19/1947,1,331 U.S. 432,67 S. Ct. 1283,91 L. Ed. 1585,1947 U.S. LEXIS 2267,1946,1301,Vinson,718,"UNITED STATES v. WALSH, TRADING AS KELP LABORATORIES",4/29/1947,,27,,143,,2,,,0,51,6,51,6,0,1,,1,1,3,0,1,0,0,80170,8,2,0,1,,3,332,,82,87,1,8,1
106,1946-107,1946-107-01,1946-107-01-01,1946-107-01-01-01,6/2/1947,1,331 U.S. 469,67 S. Ct. 1330,91 L. Ed. 1610,1947 U.S. LEXIS 2202,1946,1301,Vinson,498,"UNITED STATES v. SMITH, U.S. DISTRICT JUDGE, ET AL.",3/11/1947,,27,,16,60,1,,,0,110,45,23,,1,12,9,2,1,3,0,1,0,0,10370,1,1,0,4,,4,401,,84,78,1,9,0
107,1946-108,1946-108-01,1946-108-01-01,1946-108-01-01-01,6/2/1947,1,331 U.S. 477,67 S. Ct. 1334,91 L. Ed. 1615,1947 U.S. LEXIS 2203,1946,1301,Vinson,367,MYERS v. READING COMPANY,2/6/1947,,145,,231,,1,,,0,109,45,23,,0,11,2,1,1,3,0,1,0,0,80040,8,2,0,4,,3,329,,86,78,1,9,0
108,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4
110,1946-111,1946-111-01,1946-111-01-01,1946-111-01-01-01,6/9/1947,1,331 U.S. 519,67 S. Ct. 1387,91 L. Ed. 1646,1947 U.S. LEXIS 2891,1946,1301,Vinson,970,BROTHERHOOD OF RAILROAD TRAINMEN v. BALTIMORE & OHIO RAILROAD CO. ET AL.,5/6/1947,,249,,231,,2,66,,0,66,17,66,17,0,1,,1,1,3,0,1,0,0,70200,7,2,0,4,,4,400,,82,78,1,9,0
111,1946-112,1946-112-01,1946-112-01-01,1946-112-01-01-01,6/9/1947,1,331 U.S. 532,67 S. Ct. 1394,91 L. Ed. 1654,1947 U.S. LEXIS 2158,1946,1301,Vinson,606,UNITED STATES v. BAYER ET AL.,4/2/1947,,27,,100,,1,,,0,96,37,22,,0,11,3,2,1,3,0,1,0,0,20240,2,1,0,4,,6,600,18 U.S.C. § 88,84,87,1,7,2
112,1946-113,1946-113-01,1946-113-01-01,1946-113-01-01-01,6/9/1947,1,331 U.S. 543,67 S. Ct. 1428,91 L. Ed. 1662,1947 U.S. LEXIS 2159,1946,1301,Vinson,103,GOSPEL ARMY v. LOS ANGELES ET AL.,2/6/1947,,130,,3,6,2,,,0,302,6,300,6,1,1,3,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,85,87,1,9,0
113,1946-114,1946-114-01,1946-114-01-01,1946-114-01-01-01,6/9/1947,1,331 U.S. 549,67 S. Ct. 1409,91 L. Ed. 1666,1947 U.S. LEXIS 2160,1946,1301,Vinson,574,RESCUE ARMY ET AL. v. MUNICIPAL COURT OF LOS ANGELES,2/6/1947,,130,,6,6,2,,,0,302,6,300,6,1,1,9,1,1,9,0,0,0,0,90180,9,1,0,3,4,6,600,28 U.S.C. § 237,85,87,1,7,2
114,1946-115,1946-115-01,1946-115-01-01,1946-115-01-01-01,6/9/1947,1,331 U.S. 586,67 S. Ct. 1355,91 L. Ed. 1687,1947 U.S. LEXIS 2161,1946,1301,Vinson,32,ORDER OF UNITED COMMERCIAL TRAVELERS OF AMERICA v. WOLFE,2/28/1946,11/12/1946,171,,166,,1,,,0,302,49,300,49,1,13,2,3,3,3,0,1,0,0,110030,11,3,0,2,,1,143,,86,74,1,5,4
115,1946-116,1946-116-01,1946-116-01-01,1946-116-01-01-01,6/16/1947,1,331 U.S. 642,67 S. Ct. 1443,91 L. Ed. 1718,1947 U.S. LEXIS 2848,1946,1301,Vinson,850,"WILLIAMS ET AL. v. AUSTRIAN ET AL., TRUSTEES",4/10/1947,,185,,114,,1,,,0,96,37,22,,0,10,3,2,1,2,0,0,0,0,80030,8,2,0,4,,3,307,,87,87,1,7,2
116,1946-117,1946-117-01,1946-117-01-01,1946-117-01-01-01,6/16/1947,1,331 U.S. 682,67 S. Ct. 1482,91 L. Ed. 1742,1947 U.S. LEXIS 2877,1946,1301,Vinson,733,"INTERSTATE NATURAL GAS CO., INC. v. FEDERAL POWER COMMISSION et al.",5/2/1947,,148,,352,,1,52,,0,25,,25,,1,11,9,2,1,2,0,0,0,0,80300,8,2,0,4,5,3,355,,87,87,1,9,0
118,1946-119,1946-119-01,1946-119-01-01,1946-119-01-01-01,6/16/1947,1,331 U.S. 704,67 S. Ct. 1463,91 L. Ed. 1757,1947 U.S. LEXIS 2847,1946,1301,Vinson,312,"UNITED STATES v. SILK, DOING BUSINESS AS ALBERT SILK COAL CO.",3/10/1947,,27,,240,,1,69,,0,72,20,30,,0,10,2,2,1,6,0,1,0,0,120010,12,1,1,4,,3,370,,79,87,1,6,3
122,1946-123,1946-123-01,1946-123-01-01,1946-123-01-01-01,6/16/1947,1,331 U.S. 745,67 S. Ct. 1382,91 L. Ed. 1789,1947 U.S. LEXIS 2857,1946,1301,Vinson,77,UNITED STATES v. DICKINSON,12/13/1946,,27,,195,,1,,,0,131,57,24,,0,10,2,1,1,2,0,0,0,0,40070,4,1,0,4,,6,600,28 U.S.C. § 41,80,87,1,9,0
123,1946-124,1946-124-01,1946-124-01-01,1946-124-01-01-01,6/16/1947,1,331 U.S. 752,67 S. Ct. 1493,91 L. Ed. 1796,1947 U.S. LEXIS 2858,1946,1301,Vinson,95,AIRCRAFT & DIESEL EQUIPMENT CORP. v. HIRSCH ET AL.,1/15/1947,,176,,324,,2,,,1,55,10,55,10,0,1,,1,1,2,0,0,0,0,90050,9,1,0,7,,,,,85,87,1,8,1
124,1946-125,1946-125-01,1946-125-01-01,1946-125-01-01-01,6/23/1947,1,332 U.S. 1,67 S. Ct. 1538,91 L. Ed. 1877,1947 U.S. LEXIS 2923,1946,1301,Vinson,954,UNITED STATES v. PETRILLO,5/5/1947,,27,,100,,2,,,0,66,17,66,17,0,1,,2,1,4,0,1,0,0,30010,3,1,0,1,,2,200,,78,87,1,5,3
125,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4
126,1946-127,1946-127-01,1946-127-01-01,1946-127-01-01-01,6/23/1947,1,332 U.S. 126,67 S. Ct. 1547,91 L. Ed. 1947,1947 U.S. LEXIS 2987,1946,1301,Vinson,731,"BARTELS ET AL., DOING BUSINESS AS CRYSTAL BALLROOM, v. BIRMINGHAM, COLLECTOR OF INTERNAL REVENUE, ET AL.",4/3/1947,,240,,369,,1,69,,0,71,19,28,,0,10,3,2,1,3,0,1,0,0,120010,12,1,0,4,,3,370,,79,87,1,6,3
127,1946-128,1946-128-01,1946-128-01-01,1946-128-01-01-01,6/23/1947,1,332 U.S. 134,67 S. Ct. 1716,91 L. Ed. 1955,1947 U.S. LEXIS 2025,1946,1301,Vinson,540,FOSTER et al. v. ILLINOIS,5/8/1947,,126,,28,17,1,,,0,302,17,300,17,0,10,2,1,1,2,0,0,0,0,10120,1,1,0,2,,,,,80,87,1,5,4
128,1946-129,1946-129-01,1946-129-01-01,1946-129-01-01-01,6/23/1947,7,332 U.S. 145,67 S. Ct. 1711,91 L. Ed. 1962,1947 U.S. LEXIS 2026,1946,1301,Vinson,405,GAYES v. NEW YORK,5/2/1947,,100,,28,37,1,,,0,302,37,302,37,0,11,,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,80,87,1,5,4
129,1946-130,1946-130-01,1946-130-01-01,1946-130-01-01-01,6/23/1947,1,332 U.S. 155,67 S. Ct. 1569,91 L. Ed. 1968,1947 U.S. LEXIS 2845,1946,1301,Vinson,625,"CALDAROLA v. ECKERT ET AL., DOING BUSINESS AS THOR ECKERT & CO.",3/31/1947,,145,,102,,1,,,0,302,37,300,37,0,4,2,1,1,2,0,0,0,0,80070,8,1,0,7,4,6,600,1 Stat. 9,80,79,1,5,4
130,1946-131,1946-131-01,1946-131-01-01,1946-131-01-01-01,6/23/1947,1,332 U.S. 168,67 S. Ct. 1584,91 L. Ed. 1977,1947 U.S. LEXIS 2027,1946,1301,Vinson,385,"ATLANTIC COAST LINE RAILROAD CO. v. PHILLIPS, STATE REVENUE COMMISSIONER",4/9/1947,,25,13,19,13,2,,,0,302,13,300,13,0,1,3,2,1,2,0,0,0,0,80100,8,2,0,2,,1,128,,80,78,1,9,0
131,1946-132,1946-132-01,1946-132-01-01,1946-132-01-01-01,6/23/1947,1,332 U.S. 174,67 S. Ct. 1588,91 L. Ed. 1982,1947 U.S. LEXIS 2028,1946,1301,Vinson,535,"SUNAL v. LARGE, SUPERINTENDENT, FEDERAL PRISON CAMP",4/1/1947,,142,,27,,1,24,,0,131,57,24,,0,10,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,81,87,1,6,3
132,1946-133,1946-133-01,1946-133-01-01,1946-133-01-01-01,6/23/1947,1,332 U.S. 194,67 S. Ct. 1575,91 L. Ed. 1995,1947 U.S. LEXIS 2988,1946,1301,Vinson,81,SECURITIES & EXCHANGE COMMISSION v. CHENERY CORPORATION ET AL.,12/13/1946,,405,,185,,1,105,,0,32,,32,,0,11,3,1,1,3,0,1,0,0,80120,8,2,0,4,5,6,600,15 U.S.C. § 79,82,78,1,5,2
134,1946-135,1946-135-01,1946-135-01-01,1946-135-01-01-01,6/23/1947,1,332 U.S. 234,67 S. Ct. 1599,91 L. Ed. 2022,1947 U.S. LEXIS 2846,1946,1301,Vinson,847,"UNITED STATES v. MUNSEY TRUST CO., RECEIVER",5/6/1947,,27,,176,,1,60,,0,3,,3,,0,10,,1,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. § 250,84,87,1,7,1
135,1946-136,1946-136-01,1946-136-01-01,1946-136-01-01-01,6/23/1947,1,332 U.S. 245,67 S. Ct. 1552,91 L. Ed. 2030,1947 U.S. LEXIS 2881,1946,1301,Vinson,687,"FAHEY, FEDERAL HOME LOAN BANK COMMISSIONER, ET AL. v. MALLONEE ET AL.",4/30/1947,,346,,113,,2,46,,1,51,6,51,6,0,1,,1,1,3,0,1,0,0,80030,8,2,0,1,,1,100,,84,87,1,9,0
136,1946-137,1946-137-01,1946-137-01-01,1946-137-01-01-01,6/23/1947,1,332 U.S. 258,67 S. Ct. 1558,91 L. Ed. 2041,1947 U.S. LEXIS 2882,1946,1301,Vinson,133M,"EX PARTE FAHEY, FEDERAL HOME LOAN BANK COMMISSIONER, ET AL.",4/30/1947,,346,,16,60,8,,,0,51,,51,,0,1,,1,1,9,0,0,0,0,90370,9,1,0,3,,,,,84,87,1,9,0
137,1946-138,1946-138-01,1946-138-01-01,1946-138-01-01-01,6/23/1947,1,332 U.S. 261,67 S. Ct. 1613,91 L. Ed. 2043,1947 U.S. LEXIS 2924,1946,1301,Vinson,377,FAY v. NEW YORK,4/3/1947,,100,,28,37,1,,,0,302,37,300,37,0,11,2,1,1,2,0,0,0,0,10190,1,1,0,2,,2,231,,84,87,1,5,4
139,1946-140,1946-140-01,1946-140-01-01,1946-140-01-01-01,6/23/1947,1,332 U.S. 319,67 S. Ct. 1634,91 L. Ed. 2077,1947 U.S. LEXIS 2925,1946,1301,Vinson,89,UNITED STATES v. NATIONAL LEAD CO. ET AL.,2/3/1947,,27,,184,,2,,,0,96,37,96,37,0,1,,1,1,2,0,0,0,0,80010,8,1,0,4,,3,367,,86,81,1,4,3
140,1946-143,1946-143-01,1946-143-01-01,1946-143-01-01-01,6/23/1947,1,332 U.S. 19,67 S. Ct. 1658,91 L. Ed. 1889,1947 U.S. LEXIS 2865,1946,1301,Vinson,12,UNITED STATES v. CALIFORNIA,3/13/1947,,27,,28,6,9,,,0,,,,,0,1,,,3,,0,1,0,0,100040,10,2,0,1,,1,146,,78,87,1,6,2
141,1946-144,1946-144-01,1946-144-01-01,1946-144-01-01-01,3/31/1947,5,330 U.S. 806,67 S. Ct. 1078,91 L. Ed. 1263,1947 U.S. LEXIS 2475,1946,1301,Vinson,253,UNITED STATES v. PULLMAN COMPANY et al.,3/11/1947,,27,,501,,2,,,1,109,,109,,0,1,,,1,2,0,0,0,0,,,,,,,,,,,,1,4,4
142,1947-001,1947-001-01,1947-001-01-01,1947-001-01-01-01,11/10/1947,1,332 U.S. 371,68 S. Ct. 5,92 L. Ed. 2d 3,1947 U.S. LEXIS 1643,1947,1301,Vinson,58,RODGERS v. UNITED STATES,10/16/1947,,152,,27,,1,,,0,118,50,26,,0,2,2,1,1,3,0,1,0,0,10430,1,2,0,4,,6,600,7 U.S.C. § 1281,78,87,1,7,2
143,1947-002,1947-002-01,1947-002-01-01,1947-002-01-01-01,11/10/1947,1,332 U.S. 380,68 S. Ct. 1,92 L. Ed. 2d 10,1947 U.S. LEXIS 2856,1947,1301,Vinson,45,"FEDERAL CROP INSURANCE CORP. v. MERRILL ET AL., DOING BUSINESS AS MERRILL BROS.",10/16/1947,,304,,152,,1,,,0,302,16,300,16,0,11,2,2,1,4,0,1,0,0,80060,8,2,0,4,,6,600,7 U.S.C. § 1503,80,87,1,5,4
144,1947-003,1947-003-01,1947-003-01-01,1947-003-01-01-01,11/10/1947,1,332 U.S. 388,68 S. Ct. 10,92 L. Ed. 2d 17,1947 U.S. LEXIS 1644,1947,1301,Vinson,63,"DELGADILLO v. CARMICHAEL, DISTRICT DIRECTOR, IMMIGRATION AND NATURALIZATION SERVICE",10/22/1947,,106,,368,,1,68,,0,51,6,29,,0,4,3,1,1,3,0,1,0,0,20110,2,2,0,4,,3,344,,81,87,1,9,0
145,1947-004,1947-004-01,1947-004-01-01,1947-004-01-01-01,11/10/1947,1,332 U.S. 392,68 S. Ct. 12,92 L. Ed. 2d 20,1947 U.S. LEXIS 2979,1947,1301,Vinson,46,"INTERNATIONAL SALT CO., INC. v. UNITED STATES",10/16/1947,,172,,27,,2,,,0,96,37,96,37,0,1,,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,84,78,1,6,3
146,1947-005,1947-005-01,1947-005-01-01,1947-005-01-01-01,11/17/1947,1,332 U.S. 407,68 S. Ct. 123,92 L. Ed. 2d 32,1947 U.S. LEXIS 2855,1947,1301,Vinson,16,"PRIEBE & SONS, INC. v. UNITED STATES",10/13/1947,,176,,27,,1,,,0,3,,3,,0,11,,2,1,3,0,1,0,0,80060,8,1,0,7,,,,,81,80,1,5,4
147,1947-006,1947-006-01,1947-006-01-01,1947-006-01-01-01,11/17/1947,1,332 U.S. 422,68 S. Ct. 131,92 L. Ed. 2d 44,1947 U.S. LEXIS 2890,1947,1301,Vinson,7,"MORRIS v. McCOMB, WAGE AND HOUR ADMINISTRATOR",10/13/1947,,151,,371,,1,66,,0,81,27,26,,0,10,4,2,1,5,0,1,0,0,70040,7,1,0,4,,3,334,,86,87,1,5,4
150,1947-009,1947-009-01,1947-009-01-01,1947-009-01-01-01,12/8/1947,1,332 U.S. 463,68 S. Ct. 184,92 L. Ed. 2d 76,1947 U.S. LEXIS 1545,1947,1301,Vinson,122,PATTON v. MISSISSIPPI,11/21/1947,,100,,28,29,1,,,0,302,29,300,29,0,10,2,1,1,4,0,1,0,0,20040,2,2,0,2,,2,231,,78,87,1,9,0
152,1947-011,1947-011-01,1947-011-01-01,1947-011-01-01-01,12/8/1947,1,332 U.S. 480,68 S. Ct. 174,92 L. Ed. 2d 88,1947 U.S. LEXIS 1546,1947,1301,Vinson,35,"CLARK, ATTORNEY GENERAL, AS SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN, v. UEBERSEE FINANZ-KORPORATION, A. G.",5/1/1947,11/12/1947,305,,159,,1,5,,0,55,10,32,,1,10,3,1,1,2,0,0,0,0,40070,4,1,0,4,5,3,376,,81,87,1,8,0
